work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_category
2024,mi,FT,data engineer,83024,EUR,92248.0,NL,0,NL,m,Medium
2024,en,FT,data analyst,83000,USD,83000.0,US,0,US,m,Medium
2023,en,FT,data analyst,83000,USD,83000.0,US,0,US,m,Medium
2023,mi,FT,data analyst,83000,USD,83000.0,US,100,US,m,Medium
2023,se,FT,research analyst,83000,USD,83000.0,US,100,US,m,Medium
2023,se,FT,data analyst,83000,USD,83000.0,US,100,US,m,Medium
2022,mi,FT,data scientist,83000,GBP,102200.0,GB,100,GB,m,High
2022,en,FT,machine learning engineer,83000,USD,83000.0,US,0,US,l,Medium
2023,se,FT,analytics engineer,82920,USD,82920.0,US,100,US,m,Medium
2023,mi,FT,data scientist,82920,USD,82920.0,US,100,US,m,Medium
2024,en,FT,data scientist,82915,USD,82915.0,US,0,US,m,Medium
2024,mi,FT,data scientist,82915,USD,82915.0,US,0,US,m,Medium
2023,se,FT,data engineer,82900,USD,82900.0,IN,0,IN,m,Medium
2022,mi,FT,data engineer,82900,USD,82900.0,US,0,US,m,Medium
2023,en,FT,data visualization specialist,82800,USD,82800.0,US,0,US,m,Medium
2023,se,FT,data engineer,82673,USD,82673.0,US,100,US,m,Medium
2024,se,FT,data analyst,82620,USD,82620.0,US,0,US,m,Medium
2024,se,FT,data engineer,82500,USD,82500.0,US,0,US,m,Medium
2024,se,FT,business intelligence analyst,82500,USD,82500.0,US,0,US,m,Medium
2023,se,FT,data analyst,82500,USD,82500.0,US,0,US,m,Medium
2023,se,FT,data engineer,82500,USD,82500.0,CA,0,CA,m,Medium
2023,mi,FT,data engineer,82500,USD,82500.0,CA,0,CA,m,Medium
2023,se,FT,data analyst,82500,USD,82500.0,US,100,US,m,Medium
2023,se,FT,data manager,82500,USD,82500.0,US,100,US,m,Medium
2021,mi,FT,data scientist,82500,USD,82500.0,US,100,US,s,Medium
2021,se,FT,data engineer,82500,GBP,113476.0,GB,100,GB,m,High
2023,mi,FT,data engineer,82452,USD,82452.0,US,0,US,l,Medium
2023,en,FT,data analyst,82400,USD,82400.0,US,100,US,m,Medium
2024,se,FT,data engineer,82365,USD,82365.0,US,0,US,m,Medium
2023,se,FT,data engineer,82365,USD,82365.0,US,100,US,m,Medium
2023,se,FT,data scientist,82365,USD,82365.0,US,0,US,m,Medium
2023,se,FT,data analyst,82200,USD,82200.0,US,100,US,m,Medium
2024,en,FT,data analyst,82000,USD,82000.0,US,100,US,m,Medium
2024,se,FT,robotics engineer,82000,USD,82000.0,US,0,US,m,Medium
2024,mi,FT,cloud database engineer,82000,USD,82000.0,US,100,US,m,Medium
2024,se,FT,data analyst,82000,USD,82000.0,US,0,US,m,Medium
2024,mi,FT,data analyst,82000,USD,82000.0,US,0,US,m,Medium
2023,se,FT,data analyst,82000,USD,82000.0,US,0,US,m,Medium
2023,se,FT,data operations analyst,82000,USD,82000.0,US,0,US,m,Medium
2023,se,FT,data quality analyst,82000,USD,82000.0,US,0,US,m,Medium
2023,mi,FT,data engineer,82000,USD,82000.0,US,0,US,m,Medium
2022,en,FT,data scientist,82000,USD,82000.0,US,0,US,l,Medium
2024,mi,FT,data scientist,81960,USD,81960.0,US,0,US,m,Medium
2023,se,FT,data analyst,81900,USD,81900.0,US,0,US,m,Medium
2023,se,FT,data analyst,81900,USD,81900.0,US,100,US,m,Medium
2024,se,FT,data architect,81800,USD,81800.0,US,0,US,m,Medium
2023,mi,FT,data specialist,81800,USD,81800.0,US,0,US,m,Medium
2023,mi,FT,data engineer,81800,USD,81800.0,US,0,US,m,Medium
2023,se,FT,data engineer,81800,USD,81800.0,US,0,US,m,Medium
2023,se,FT,data architect,81800,USD,81800.0,US,0,US,m,Medium
2023,se,FT,data analyst,81800,USD,81800.0,US,0,US,m,Medium
2023,se,FT,data analyst,81800,USD,81800.0,GB,0,GB,m,Medium
2024,mi,FT,data analyst,81713,USD,81713.0,US,100,US,m,Medium
2023,se,FT,data analyst,81666,USD,81666.0,US,100,US,m,Medium
2022,se,FT,data analyst,81666,USD,81666.0,US,100,US,m,Medium
2022,se,FT,data analyst,81666,USD,81666.0,US,0,US,m,Medium
2024,mi,FT,data analyst,81650,USD,81650.0,US,0,US,m,Medium
2024,se,FT,data scientist,81536,USD,81536.0,US,0,US,m,Medium
2023,se,FT,data scientist,81536,USD,81536.0,US,100,US,m,Medium
2024,mi,FT,data management specialist,81530,USD,81530.0,CA,0,CA,m,Medium
2024,mi,FT,data manager,81500,USD,81500.0,US,0,US,m,Medium
2024,mi,FT,data analytics manager,81500,USD,81500.0,US,0,US,m,Medium
2024,mi,FT,data science,81500,USD,81500.0,US,0,US,m,Medium
2024,se,FT,data engineer,81500,USD,81500.0,US,0,US,m,Medium
2024,mi,FT,research scientist,81500,USD,81500.0,US,100,US,m,Medium
2023,se,FT,data scientist,81500,USD,81500.0,US,0,US,m,Medium
2023,se,FT,data engineer,81500,USD,81500.0,US,0,US,m,Medium
2023,mi,FT,bi developer,81500,USD,81500.0,US,0,US,m,Medium
2023,en,FT,data analyst,81500,USD,81500.0,US,100,US,m,Medium
2023,mi,FT,data engineer,81500,USD,81500.0,US,0,US,m,Medium
2023,se,FT,data engineer,81500,USD,81500.0,US,100,US,m,Medium
2022,se,FT,data scientist,81500,USD,81500.0,US,0,US,m,Medium
2022,se,FT,data architect,81500,USD,81500.0,US,0,US,m,Medium
2024,se,FT,data scientist,81410,USD,81410.0,CA,0,CA,m,Medium
2023,en,FT,research analyst,81400,USD,81400.0,US,100,US,m,Medium
2024,mi,FT,data analyst,81200,USD,81200.0,US,0,US,m,Medium
2024,mi,FT,data engineer,81000,USD,81000.0,US,0,US,l,Medium
2023,se,FT,data engineer,81000,USD,81000.0,US,0,US,l,Medium
2022,se,FT,data operations analyst,81000,USD,81000.0,US,100,US,m,Medium
2021,mi,FT,computer vision software engineer,81000,EUR,95746.0,DE,100,US,s,Medium
2021,en,FT,machine learning engineer,81000,USD,81000.0,US,50,US,s,Medium
2023,se,FT,data analyst,80850,USD,80850.0,US,0,US,m,Medium
2024,mi,FT,data science,80845,USD,80845.0,US,0,US,m,Medium
2024,mi,FT,data engineer,80800,USD,80800.0,US,0,US,m,Medium
2023,en,FT,data analyst,80800,USD,80800.0,US,0,US,m,Medium
2023,mi,FT,business intelligence analyst,80750,USD,80750.0,CA,0,CA,m,Medium
2023,mi,FT,business intelligence analyst,80505,USD,80505.0,CA,0,CA,m,Medium
2024,mi,FT,data scientist,80500,USD,80500.0,US,0,US,m,Medium
2024,mi,FT,data engineer,80420,USD,80420.0,US,0,US,m,Medium
2024,mi,FT,bi developer,80420,USD,80420.0,US,0,US,m,Medium
2024,mi,FT,ml engineer,80420,USD,80420.0,US,0,US,m,Medium
2023,mi,FT,data engineer,80420,USD,80420.0,US,0,US,m,Medium
2024,en,FT,data analyst,80080,USD,80080.0,US,0,US,m,Medium
2024,mi,FT,data science,80000,GBP,100000.0,GB,0,GB,m,Medium
2024,mi,FT,data analyst,80000,USD,80000.0,US,0,US,m,Medium
2024,en,FT,research analyst,80000,USD,80000.0,US,0,US,m,Medium
2024,en,FT,data analyst,80000,USD,80000.0,US,100,US,m,Medium
2024,en,FT,business intelligence analyst,80000,USD,80000.0,US,0,US,m,Medium
2024,mi,FT,data engineer,80000,USD,80000.0,US,100,US,m,Medium
2024,se,FT,data scientist,80000,GBP,100000.0,GB,0,GB,m,Medium
2024,en,FT,data analyst,80000,USD,80000.0,US,0,US,m,Medium
2024,mi,FT,data specialist,80000,USD,80000.0,AU,0,AU,m,Medium
2024,se,FT,data quality analyst,80000,GBP,100000.0,GB,0,GB,m,Medium
2024,se,FT,data analyst,80000,USD,80000.0,US,0,US,m,Medium
2024,en,FT,bi analyst,80000,USD,80000.0,US,0,US,m,Medium
2024,mi,FT,data engineer,80000,USD,80000.0,US,0,US,m,Medium
2024,en,CT,ai research scientist,80000,EUR,88888.0,DE,0,DE,l,Medium
2024,se,FT,data engineer,80000,USD,80000.0,US,0,US,m,Medium
2024,se,FT,research analyst,80000,GBP,100000.0,GB,0,GB,m,Medium
2024,mi,FT,business intelligence developer,80000,USD,80000.0,US,100,US,m,Medium
2024,en,FT,data science,80000,USD,80000.0,US,0,US,m,Medium
2024,en,FT,data management analyst,80000,USD,80000.0,US,100,US,m,Medium
2024,mi,FT,analytics engineer,80000,USD,80000.0,US,0,US,m,Medium
2024,se,FT,data analyst,80000,USD,80000.0,IE,0,IE,m,Medium
2024,mi,FT,data science,80000,USD,80000.0,US,100,US,m,Medium
2024,se,FT,research engineer,80000,USD,80000.0,US,0,US,m,Medium
2024,mi,FT,data scientist,80000,USD,80000.0,US,100,US,m,Medium
2024,en,FT,data operations analyst,80000,USD,80000.0,US,0,US,m,Medium
2024,se,FT,business intelligence engineer,80000,USD,80000.0,US,100,US,m,Medium
2024,se,FT,data science consultant,80000,USD,80000.0,US,0,US,m,Medium
2024,mi,FT,data specialist,80000,USD,80000.0,US,0,US,m,Medium
2024,se,FT,bi developer,80000,USD,80000.0,IN,100,IN,m,Medium
2024,mi,FT,business intelligence developer,80000,USD,80000.0,US,0,US,m,Medium
2023,en,FT,research analyst,80000,USD,80000.0,US,0,US,m,Medium
2023,mi,FT,data science,80000,USD,80000.0,US,0,US,m,Medium
2023,se,FT,research engineer,80000,USD,80000.0,US,0,US,m,Medium
2023,mi,FT,research engineer,80000,USD,80000.0,US,0,US,m,Medium
2023,mi,FT,bi developer,80000,USD,80000.0,US,100,US,m,Medium
2023,en,FT,data scientist,80000,USD,80000.0,US,0,US,m,Medium
2023,en,FT,business intelligence analyst,80000,USD,80000.0,US,0,US,m,Medium
2023,en,FT,data analyst,80000,USD,80000.0,US,100,US,m,Medium
2023,se,FT,data analyst,80000,USD,80000.0,PL,100,PL,m,Medium
2023,mi,FT,data analyst,80000,USD,80000.0,US,100,US,m,Medium
2023,se,FT,business intelligence analyst,80000,USD,80000.0,US,100,US,m,Medium
2023,mi,FT,data specialist,80000,USD,80000.0,US,0,US,m,Medium
2023,se,FT,data scientist,80000,USD,80000.0,US,100,US,m,Medium
2023,se,FT,analytics engineer,80000,USD,80000.0,US,100,US,m,Medium
2023,en,FT,data analyst,80000,USD,80000.0,US,0,US,m,Medium
2023,se,FT,machine learning engineer,80000,USD,80000.0,US,0,US,m,Medium
2023,se,FT,business intelligence analyst,80000,USD,80000.0,US,0,US,m,Medium
2023,mi,FT,research analyst,80000,USD,80000.0,US,0,US,m,Medium
2023,ex,FT,data manager,80000,USD,80000.0,US,0,US,m,Medium
2023,se,FT,data analyst,80000,USD,80000.0,US,0,US,m,Medium
2023,se,FT,data analyst,80000,USD,80000.0,US,100,US,m,Medium
2023,se,FT,data engineer,80000,GBP,98432.0,GB,0,GB,m,Medium
2023,mi,FT,data manager,80000,USD,80000.0,US,0,US,m,Medium
2023,se,FT,data manager,80000,USD,80000.0,US,0,US,m,Medium
2023,mi,FT,data analyst,80000,USD,80000.0,US,0,US,m,Medium
2023,mi,FT,data scientist,80000,GBP,98432.0,GB,0,GB,m,Medium
2023,ex,FT,data engineer,80000,GBP,98432.0,GB,0,GB,m,Medium
2023,se,FT,bi developer,80000,GBP,98432.0,GB,0,GB,m,Medium
2022,en,FT,machine learning scientist,80000,USD,80000.0,CA,50,US,s,Medium
2023,se,FT,data lead,80000,USD,80000.0,US,0,US,m,Medium
2023,ex,FT,data analyst,80000,USD,80000.0,US,0,US,m,Medium
2023,se,FT,data engineer,80000,EUR,86374.0,DE,100,SE,l,Medium
2023,se,FT,data architect,80000,USD,80000.0,US,0,US,m,Medium
2023,en,FT,data engineer,80000,USD,80000.0,US,0,US,m,Medium
2023,se,FT,data engineer,80000,USD,80000.0,US,100,US,m,Medium
2023,se,FT,data engineer,80000,GBP,98432.0,GB,100,GB,m,Medium
2023,mi,FT,data analyst,80000,GBP,98432.0,GB,0,GB,m,Medium
2023,se,FT,analytics engineer,80000,USD,80000.0,CA,100,CA,m,Medium
2023,se,FT,data engineer,80000,USD,80000.0,AR,100,AR,m,Medium
2023,se,FT,principal data scientist,80000,EUR,86374.0,ES,100,ES,l,Medium
2023,se,FT,data quality analyst,80000,USD,80000.0,US,0,US,m,Medium
2023,en,FT,ai developer,80000,USD,80000.0,SE,50,SE,m,Medium
2023,se,FT,research engineer,80000,EUR,86374.0,DE,100,DE,s,Medium
2023,se,FT,data engineer,80000,USD,80000.0,US,0,US,m,Medium
2023,se,FT,data analyst,80000,USD,80000.0,US,100,US,s,Medium
2023,mi,FT,machine learning engineer,80000,GBP,98432.0,GB,0,GB,m,Medium
2022,se,FT,machine learning engineer,80000,EUR,84053.0,FR,50,FR,l,Medium
2023,mi,FT,applied data scientist,80000,USD,80000.0,KE,100,KE,s,Medium
2023,mi,FT,data engineer,80000,USD,80000.0,ES,100,ES,m,Medium
2022,mi,FT,data engineer,80000,USD,80000.0,US,100,US,m,Medium
2022,mi,FT,data analyst,80000,USD,80000.0,US,100,US,l,Medium
2022,mi,FT,data engineer,80000,USD,80000.0,US,0,US,m,Medium
2022,en,FT,data scientist,80000,USD,80000.0,US,0,US,m,Medium
2022,se,FT,data analyst,80000,USD,80000.0,US,0,US,m,Medium
2022,mi,FT,data analyst,80000,USD,80000.0,US,0,US,m,Medium
2022,en,FT,data scientist,80000,USD,80000.0,US,100,US,l,Medium
2022,mi,FT,research scientist,80000,EUR,84053.0,DE,0,DE,s,Medium
2022,se,FT,data engineer,80000,USD,80000.0,US,100,US,m,Medium
2022,mi,FT,data engineer,80000,EUR,84053.0,GR,100,GR,m,Medium
2022,mi,FT,data engineer,80000,GBP,98506.0,GB,100,GB,m,Medium
2022,mi,FT,data engineer,80000,EUR,84053.0,ES,100,ES,m,Medium
2022,en,FT,data engineer,80000,USD,80000.0,US,100,US,l,Medium
2022,mi,FT,data engineer,80000,GBP,98506.0,GB,0,GB,m,Medium
2022,en,FT,data scientist,80000,EUR,84053.0,BE,100,BE,l,Medium
2022,ex,FT,research scientist,80000,EUR,84053.0,NL,0,NL,l,Medium
2022,se,FT,data engineer,80000,USD,80000.0,US,0,US,l,Medium
2022,mi,FT,machine learning engineer,80000,EUR,84053.0,FR,100,DE,m,Medium
2022,se,FT,data scientist,80000,USD,80000.0,US,0,US,m,Medium
2022,se,FT,data scientist,80000,GBP,98506.0,GB,0,GB,m,Medium
2022,se,FT,data analyst,80000,USD,80000.0,US,100,US,m,Medium
2021,en,FT,data scientist,80000,USD,80000.0,US,100,US,m,Medium
2022,se,FT,lead machine learning engineer,80000,EUR,84053.0,DE,0,DE,m,Medium
2021,en,FT,applied data scientist,80000,GBP,110037.0,GB,0,GB,l,High
2021,en,FT,data engineer,80000,USD,80000.0,US,100,US,l,Medium
2021,se,FT,data analyst,80000,USD,80000.0,BG,100,US,s,Medium
2021,en,FT,data analyst,80000,USD,80000.0,US,100,US,m,Medium
2021,se,FT,machine learning engineer,80000,EUR,94564.0,DE,50,DE,l,Medium
2021,mi,FT,data analyst,80000,USD,80000.0,US,100,US,l,Medium
2021,mi,FT,research scientist,80000,CAD,63810.0,CA,100,CA,m,Medium
2020,se,FT,data scientist,80000,EUR,91237.0,AT,0,AT,s,Medium
2024,mi,FT,data analyst,79900,USD,79900.0,US,100,US,m,Medium
2023,se,FT,business intelligence analyst,79700,USD,79700.0,US,0,US,m,Medium
2024,mi,FT,data analyst,79645,USD,79645.0,US,100,US,m,Medium
2024,mi,FT,business intelligence engineer,79600,USD,79600.0,US,0,US,l,Medium
2024,se,FT,business intelligence engineer,79600,USD,79600.0,US,0,US,l,Medium
2023,mi,FT,business intelligence engineer,79600,USD,79600.0,US,0,US,l,Medium
2023,se,FT,business intelligence engineer,79600,USD,79600.0,US,0,US,l,Medium
2023,en,FT,data analyst,79350,USD,79350.0,US,100,US,m,Medium
2023,mi,FT,data scientist,79350,USD,79350.0,US,0,US,m,Medium
2024,en,FT,research analyst,79300,USD,79300.0,US,0,US,m,Medium
2024,mi,FT,analytics engineer,79200,USD,79200.0,US,0,US,m,Medium
2024,mi,FT,data specialist,79200,USD,79200.0,US,0,US,m,Medium
2024,mi,FT,data developer,79000,USD,79000.0,US,0,US,m,Medium
2024,en,FT,research analyst,79000,USD,79000.0,US,100,US,m,Medium
2024,se,FT,data analyst,79000,USD,79000.0,US,0,US,m,Medium
2023,se,FT,data analyst,79000,USD,79000.0,US,0,US,m,Medium
2023,mi,FT,data analyst,79000,USD,79000.0,US,0,US,m,Medium
2022,mi,FT,data analyst,79000,USD,79000.0,US,0,US,m,Medium
2024,se,FT,data engineer,78900,USD,78900.0,US,0,US,m,Medium
2024,se,FT,business intelligence engineer,78800,USD,78800.0,US,100,US,m,Medium
2024,en,FT,data analytics specialist,78800,USD,78800.0,MT,0,MT,m,Medium
2023,se,FT,business intelligence engineer,78800,USD,78800.0,US,0,US,m,Medium
2023,se,FT,business intelligence engineer,78800,USD,78800.0,US,100,US,m,Medium
2023,en,FT,business intelligence analyst,78800,USD,78800.0,US,0,US,m,Medium
2024,mi,FT,data analyst,78575,USD,78575.0,US,0,US,m,Medium
2023,se,FT,data analyst,78400,USD,78400.0,US,100,US,l,Medium
2024,en,FT,research analyst,78308,USD,78308.0,CA,0,CA,m,Medium
2024,mi,FT,business intelligence analyst,78300,USD,78300.0,US,0,US,m,Medium
2024,mi,FT,data analytics consultant,78100,USD,78100.0,US,100,US,m,Medium
2024,mi,FT,analytics engineer,78000,USD,78000.0,US,0,US,m,Medium
2024,mi,FT,data analyst,78000,USD,78000.0,US,0,US,m,Medium
2024,se,FT,data scientist,78000,USD,78000.0,US,100,US,m,Medium
2024,mi,FT,data analyst,78000,USD,78000.0,CA,0,CA,m,Medium
2023,se,FT,data analyst,78000,USD,78000.0,CA,100,CA,m,Medium
2023,se,FT,data analyst,78000,USD,78000.0,US,100,US,m,Medium
2023,mi,FT,data analyst,78000,USD,78000.0,US,0,US,m,Medium
2023,se,FT,business data analyst,78000,USD,78000.0,US,100,US,l,Medium
2023,mi,FT,data engineer,78000,USD,78000.0,US,0,US,m,Medium
2023,se,FT,data engineer,78000,USD,78000.0,US,0,US,m,Medium
2023,ex,FT,data scientist,78000,USD,78000.0,US,100,US,m,Medium
2023,se,FT,data scientist,78000,USD,78000.0,US,0,US,m,Medium
2023,se,FT,data analyst,78000,USD,78000.0,US,0,US,m,Medium
2023,se,FT,data engineer,78000,USD,78000.0,US,100,US,m,Medium
2023,en,PT,data analyst,78000,PLN,18160.0,PL,100,IN,l,Low
2022,se,FT,data engineer,78000,USD,78000.0,US,0,US,m,Medium
2022,mi,FT,data scientist,78000,USD,78000.0,US,100,US,m,Medium
2022,mi,FT,analytics engineer,78000,USD,78000.0,BR,100,BR,m,Medium
2022,mi,FT,data engineer,78000,USD,78000.0,BR,100,BR,m,Medium
2022,mi,FT,bi analyst,78000,USD,78000.0,BR,100,BR,m,Medium
2023,mi,FT,data scientist,77900,USD,77900.0,US,0,US,m,Medium
2024,mi,FT,business intelligence developer,77826,USD,77826.0,US,100,US,m,Medium
2024,se,FT,research analyst,77400,USD,77400.0,US,0,US,m,Medium
2024,se,FT,data engineer,77400,USD,77400.0,US,0,US,m,Medium
2022,en,FT,data manager,77300,USD,77300.0,US,100,US,m,Medium
2024,mi,FT,data analyst,77280,USD,77280.0,US,0,US,m,Medium
2024,en,FT,data analyst,77265,USD,77265.0,US,0,US,m,Medium
2024,mi,FT,data scientist,77040,EUR,85600.0,LV,0,LV,m,Medium
2024,mi,FT,data analyst,77000,USD,77000.0,US,0,US,m,Medium
2024,mi,FT,data manager,77000,USD,77000.0,US,0,US,m,Medium
2024,mi,FT,data product manager,77000,GBP,96250.0,US,0,US,m,Medium
2024,en,FT,data analyst,77000,USD,77000.0,US,100,US,m,Medium
2024,se,FT,data analyst,77000,USD,77000.0,US,100,US,m,Medium
2024,se,FT,data engineer,77000,USD,77000.0,US,100,US,m,Medium
2023,se,FT,data analyst,77000,USD,77000.0,US,0,US,m,Medium
2023,se,FT,data operations analyst,77000,USD,77000.0,GB,0,GB,m,Medium
2022,mi,FT,bi data analyst,77000,AUD,53368.0,AU,100,AU,m,Medium
2024,mi,FT,data scientist,76900,GBP,96125.0,GB,0,GB,m,Medium
2021,mi,FT,data scientist,76760,EUR,90734.0,DE,50,DE,l,Medium
2024,se,FT,data engineer,76500,USD,76500.0,US,0,US,m,Medium
2024,en,FT,data analyst,76500,USD,76500.0,US,0,US,m,Medium
2023,se,FT,business intelligence developer,76500,USD,76500.0,CA,100,CA,m,Medium
2023,se,FT,business intelligence developer,76500,USD,76500.0,CA,0,CA,m,Medium
2024,mi,FT,data scientist,76300,USD,76300.0,US,0,US,m,Medium
2024,en,FT,data scientist,76300,USD,76300.0,US,0,US,m,Medium
2024,mi,FT,business intelligence developer,76300,USD,76300.0,US,0,US,m,Medium
2024,mi,FT,bi developer,76300,USD,76300.0,US,0,US,m,Medium
2024,se,FT,data architect,76300,USD,76300.0,US,0,US,m,Medium
2023,mi,FT,bi developer,76300,USD,76300.0,US,0,US,m,Medium
2023,mi,FT,data scientist,76300,USD,76300.0,US,0,US,m,Medium
2024,en,FT,data analyst,76095,USD,76095.0,US,0,US,m,Medium
2024,mi,FT,data management analyst,76050,USD,76050.0,US,0,US,m,Medium
2024,mi,FT,data management analyst,76050,USD,76050.0,US,100,US,m,Medium
2023,se,FT,data engineer,76050,USD,76050.0,US,0,US,m,Medium
2023,se,FT,data engineer,76050,USD,76050.0,ZA,0,ZA,m,Medium
2024,en,FT,data operations analyst,76000,USD,76000.0,US,0,US,m,Medium
2024,en,FT,data scientist,76000,USD,76000.0,US,0,US,m,Medium
2024,se,FT,data analyst,76000,USD,76000.0,US,0,US,m,Medium
2023,se,FT,data analyst,76000,USD,76000.0,US,0,US,m,Medium
2023,mi,FT,research scientist,76000,USD,76000.0,US,0,US,m,Medium
2023,en,FT,ml engineer,76000,USD,76000.0,US,0,US,l,Medium
2023,mi,FT,data engineer,76000,USD,76000.0,US,100,US,m,Medium
2022,en,FT,bi analyst,76000,USD,76000.0,US,50,US,l,Medium
2024,en,FT,data analyst,75800,USD,75800.0,US,0,US,m,Medium
2023,en,FT,research analyst,75753,USD,75753.0,US,0,US,m,Medium
2024,mi,FT,data scientist,75705,USD,75705.0,US,0,US,m,Medium
2024,en,FT,data analyst,75700,USD,75700.0,US,0,US,m,Medium
2024,mi,FT,data engineer,75500,USD,75500.0,US,0,US,m,Medium
2022,mi,FT,data engineer,75360,EUR,79178.0,LT,0,LT,m,Medium
2024,se,FT,data analyst,75300,USD,75300.0,US,0,US,m,Medium
2024,en,FT,data analyst,75065,USD,75065.0,US,100,US,m,Medium
2023,en,FT,data analyst,75065,USD,75065.0,US,100,US,m,Medium
2024,mi,FT,data integration specialist,75000,GBP,93750.0,GB,100,GB,m,Medium
2024,en,FT,data management analyst,75000,USD,75000.0,US,0,US,m,Medium
2024,mi,FT,data engineer,75000,USD,75000.0,US,100,US,m,Medium
2024,en,FT,data analyst,75000,USD,75000.0,US,0,US,m,Medium
2024,se,FT,data analyst,75000,USD,75000.0,US,0,US,m,Medium
2024,mi,FT,analytics engineer,75000,USD,75000.0,US,100,US,m,Medium
2024,en,FT,business intelligence analyst,75000,USD,75000.0,US,0,US,m,Medium
2024,mi,FT,data analyst,75000,USD,75000.0,US,100,US,m,Medium
2024,mi,FT,data engineer,75000,USD,75000.0,US,0,US,m,Medium
2024,mi,FT,analytics engineer,75000,USD,75000.0,US,0,US,m,Medium
2024,en,FT,data analyst,75000,GBP,93750.0,GB,0,GB,m,Medium
2024,en,FT,data analyst,75000,EUR,83333.0,FR,0,FR,m,Medium
2024,en,FT,data analyst,75000,USD,75000.0,US,100,US,m,Medium
2024,mi,FT,data scientist,75000,USD,75000.0,US,0,US,m,Medium
2024,mi,FT,data specialist,75000,USD,75000.0,US,100,US,m,Medium
2024,mi,FT,research scientist,75000,USD,75000.0,US,100,US,m,Medium
2023,ex,FT,head of data,75000,GBP,92280.0,GB,100,GB,m,Medium
2023,mi,FT,data specialist,75000,USD,75000.0,US,0,US,m,Medium
2023,mi,FT,data scientist,75000,USD,75000.0,US,0,US,m,Medium
2023,mi,FT,data analyst,75000,USD,75000.0,US,0,US,m,Medium
2023,en,FT,data analyst,75000,USD,75000.0,US,0,US,m,Medium
2023,en,FT,data engineer,75000,GBP,92280.0,GB,0,GB,m,Medium
2023,se,FT,data analyst,75000,USD,75000.0,US,100,US,m,Medium
2023,mi,FT,data engineer,75000,USD,75000.0,US,0,US,m,Medium
